row,produto,ean,preco_7_dias,preco_14_dias,preco_21_dias,preco_28_dias,status,revisao_visual,observacao,source,source_page,image_url,title_found,optimized_path,optimized_bytes,original_width,original_height,processed_at
66,ABS SYM 30UN SECA C/AB LV+PG-,7896110011721,11.05,11.18,11.23,11.28,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110011721.webp,47320,0,0,2026-07-07T13:40:07
67,ABS SYM 30UN SUAVE C/AB LV+PG-,7896110011714,11.05,11.18,11.23,11.28,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110011714.webp,17394,0,0,2026-07-07T13:40:07
68,ABS SYM LV16PG14UN SECA C/AB,7896110008363,6.15,6.22,6.25,6.28,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110008363.webp,57098,0,0,2026-07-07T13:40:07
69,ABS SYM LV16PG14UN SUAVE C/AB,7896110008042,6.15,6.22,6.25,6.28,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896110008042.webp,58944,0,0,2026-07-07T13:40:07
70,ABS SYM NOITE DIA 8UN SUAVE C/AB,7896110003740,4.76,4.81,4.83,4.86,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110003740.webp,70124,0,0,2026-07-07T13:40:07
71,ABS SYM NOITE DIA 30UN C/AB LV+PG-,7896110010748,15.81,15.99,16.07,16.14,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110010748.webp,32008,0,0,2026-07-07T13:40:07
72,ABS SYM NOITE DIA LV16PG14UN SUAVE C/AB,7896110094625,8.95,9.06,9.1,9.14,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896110094625.webp,23564,0,0,2026-07-07T13:40:07
73,ABS SYM PREMIUM 8UN NOT SUAVE C/AB,7896110010755,6.94,7.02,7.06,7.09,OK_GOIAS_EAN,OK_AUTO,Imagem encontrada no Goias Atacado. score=371; eans=7896110010755,goiasatacado.com.br,https://www.goiasatacado.com.br/absorvente-sym-suave-premium-noturno-cab-8un--41688-1,https://goiasatacado.agilecdn.com.br/41688_1.jpg,ABSORVENTE SYM SUAVE PREMIUM NOTURNO C/AB 8UN,C:\Users\edson\Downloads\venpro-banco-imagens\goias_atacado\imagens\7896110010755.webp,46848,720,597,2026-07-07T13:40:10
74,ACAFRAO MOIDO ARIANE 100G,7896972103220,5.07,5.13,5.15,5.18,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:08
75,ACENDEDOR BIC EZ REACH BLISTER,7501843503480,10.83,10.96,11.01,11.06,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7501843503480.webp,38506,0,0,2026-07-07T13:40:08
76,ACENDEDOR BIC HANDY MAXI,7501843501707,11.05,11.19,11.24,11.29,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7501843501707.webp,38364,0,0,2026-07-07T13:40:08
77,ACETONA CRUZEIRO 95ML,7898422860035,5.35,5.42,5.44,5.47,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:08
78,ACETONA FARMAX 100ML,7896902209114,2.42,2.45,2.46,2.47,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896902209114.webp,9396,0,0,2026-07-07T13:40:08
79,ACETONA FARMAX 500ML,7896902209138,12.52,12.66,12.72,12.78,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896902209138.webp,16782,0,0,2026-07-07T13:40:08
80,ACETONA FARMAX 80ML,7896902200494,2.26,2.28,2.29,2.3,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:08
81,ACETONA LIMPS 95ML,7898422860134,1.79,1.82,1.82,1.83,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:09
82,ACHOC LIQ ITALAC 200ML,7898080640239,1.25,1.27,1.27,1.28,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\spani\imagens\7898080640239.webp,28034,0,0,2026-07-07T13:40:09
83,ACHOC LIQ PIRACANJUBA 1LT PIRAKIDS,7898215151814,6.32,6.4,6.43,6.46,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:09
84,ACHOC LIQ PIRACANJUBA 200ML PIRAKIDS,7898215151807,1.41,1.43,1.43,1.44,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898215151807.webp,50802,0,0,2026-07-07T13:40:09
85,ACHOC LIQ PIRAKIDS MLKMOO CHICLET 200ML,7898215159117,1.78,1.8,1.81,1.81,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898215159117.webp,35040,0,0,2026-07-07T13:40:09
86,ACHOC LIQ PIRAKIDS MLKMOO MIMOSA 250ML,7898215159100,6.32,6.39,6.42,6.45,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:09
87,ACHOC LIQ PIRAKIDS MLKMOO PANDORA 250ML,7898215159094,6.32,6.39,6.42,6.45,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:09
88,395 ACHOC LIQ TODDYNHO 200ML,7894321722016,2.43,2.45,2.47,2.48,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7894321722016.webp,50802,0,0,2026-07-07T13:40:09
89,ACHOC LIQ TODDYNHO 200ML LEVINHO,7894321242521,2.43,2.45,2.47,2.48,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7894321242521.webp,50802,0,0,2026-07-07T13:40:09
90,ACHOC PO GOLD 200G DIET,7896569405799,13.04,13.2,13.26,13.32,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896569405799.webp,41400,0,0,2026-07-07T13:40:09
91,ACHOC PO ITALAC 400G SACHE,7898080640673,5.96,6.03,6.06,6.09,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7898080640673.webp,46794,0,0,2026-07-07T13:40:09
92,"ACHOC PO MUKY 1,01KG SACHE",7896072005257,11.39,11.53,11.58,11.63,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:09
93,ACHOC PO MUKY 200G SACHE,7896072005202,2.43,2.46,2.47,2.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:09
94,ACHOC PO MUKY 400G SACHE,7896072005080,5,5.06,5.08,5.1,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:09
95,ACHOC PO MUKY 700G SACHE,7896072093636,8.13,8.23,8.27,8.31,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
96,ACHOC PO NESCAU 200G,7891000379585,5.91,5.98,6,6.03,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891000379585.webp,40836,0,0,2026-07-07T13:40:10
97,ACHOC PO NESCAU 350G,7891000412855,10.22,10.34,10.39,10.44,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891000412855.webp,50020,0,0,2026-07-07T13:40:10
98,ACHOC PO OVOMALTINE CROC 190G SACHE,7898409951848,10.75,10.88,10.93,10.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
99,ACHOC PO OVOMALTINE CROC 300G SACHE,7898409951404,16.17,16.36,16.44,16.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
100,ACHOC PO OVOMALTINE EXT CROC 750G SACHE,7898409950155,32.26,32.64,32.8,32.95,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
101,"ACHOC PO TODDY 1,02KG SACHE",7892840814137,21.03,21.28,21.38,21.48,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7892840814137.webp,57586,0,0,2026-07-07T13:40:10
102,"ACHOC PO TODDY 1,8KG SACHE",7892840819187,38.08,38.53,38.71,38.89,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7892840819187.webp,54212,0,0,2026-07-07T13:40:10
103,391 ACHOC PO TODDY 200G,7894321711171,6.2,6.27,6.3,6.33,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7894321711171.webp,40810,0,0,2026-07-07T13:40:10
104,ACHOC PO TODDY 370G,7892840819507,9.18,9.29,9.33,9.38,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7892840819507.webp,42040,0,0,2026-07-07T13:40:10
105,ACHOC PO TODDY 380G LIGHT,7894321711058,13.44,13.6,13.67,13.73,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7894321711058.webp,46984,0,0,2026-07-07T13:40:10
106,ACHOC PO TODDY 700G SACHE,7894321220529,14.21,14.38,14.45,14.51,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7894321220529.webp,64596,0,0,2026-07-07T13:40:10
107,ACHOC PO TODDY 750G,7892840819170,17.23,17.44,17.52,17.6,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7892840819170.webp,43654,0,0,2026-07-07T13:40:10
108,ACIDIFICANTE ELSEVE 200ML GLYCOLIC GLOSS,7908615060347,41.64,42.14,42.34,42.54,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
109,ACUCAR CRISTAL HIPERCLARO 15X2KG,7898905168016,6.69,6.77,6.8,6.84,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
110,ACUCAR CRISTAL HIPERCLARO 6X5KG,7898905168023,16.73,16.93,17.01,17.09,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
111,ACUCAR P/CONF GLACUCAR 500G,7891910007110,2.34,2.36,2.37,2.39,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891910007110.webp,50904,0,0,2026-07-07T13:40:10
112,358 ACUCAR REFINADO UNIAO 1KG,7891910000197,4.53,4.58,4.6,4.62,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891910000197.webp,56284,0,0,2026-07-07T13:40:10
113,ACUCAR UNIAO NATURALE DEMERARA 1KG,7891910020065,5.98,6.05,6.08,6.11,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891910020065.webp,63540,0,0,2026-07-07T13:40:10
114,ACUCAR UNIAO ORGANICO 1KG,7891910020034,6.35,6.43,6.46,6.49,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891910020034.webp,51838,0,0,2026-07-07T13:40:10
115,ADOCANTE LIQ ASSUGRIN 100ML SACARINA,7896569405737,2.78,2.81,2.83,2.84,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896569405737.webp,11306,0,0,2026-07-07T13:40:10
116,ADOCANTE LIQ ASSUGRIN 80ML STEVIA,7896261405134,3.69,3.73,3.75,3.77,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896261405134.webp,12542,0,0,2026-07-07T13:40:10
117,ADOCANTE LIQ ASSUGRIN 80ML SUCRALOSE,7896261405141,3.48,3.52,3.53,3.55,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896261405141.webp,3660,0,0,2026-07-07T13:40:10
118,ADOCANTE LIQ ZERO CAL 100ML SACARINA,7896094910904,6.38,6.46,6.49,6.52,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896094910904.webp,34852,0,0,2026-07-07T13:40:10
119,ADOCANTE LIQ ZERO CAL 80ML STEVIA,7896094915046,10.98,11.11,11.17,11.22,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896094915046.webp,21762,0,0,2026-07-07T13:40:10
120,ADOCANTE PO TAL&QUAL 120G,7896569405775,13.2,13.36,13.42,13.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
121,ADOCANTE PO TAL&QUAL 500G,7896261405493,35.01,35.42,35.59,35.76,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
122,ADOCANTE PO TAL&QUAL 60G,7896569405768,8.22,8.32,8.36,8.4,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896569405768.webp,37820,0,0,2026-07-07T13:40:10
123,AGUA COCO MAIS COCO 1L TP,7896004401843,7.64,7.73,7.77,7.81,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
124,AGUA COCO MAIS COCO 200ML TP,7896004401836,2.19,2.21,2.22,2.23,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896004401836.webp,63188,0,0,2026-07-07T13:40:10
125,AGUA COCO PURO COCO MAGUARY 180ML,7896000593764,2.01,2.03,2.04,2.05,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896000593764.webp,14362,0,0,2026-07-07T13:40:10
126,AGUA COCO PURO COCO MAGUARY 1L TP,7896000593672,9.02,9.13,9.17,9.22,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896000593672.webp,27880,0,0,2026-07-07T13:40:10
127,AGUA COCO SOCOCO 1L TP,7896004401409,10.54,10.67,10.72,10.77,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896004401409.webp,31608,0,0,2026-07-07T13:40:10
128,AGUA COCO SOCOCO 200ML TP,7896004400358,3.03,3.07,3.08,3.1,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896004400358.webp,79386,0,0,2026-07-07T13:40:10
129,AGUA COCO SOCOCO 330ML TP,7896004401744,4.97,5.02,5.05,5.07,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896004401744.webp,38054,0,0,2026-07-07T13:40:10
130,AGUA MICELAR 200ML ELSEVE,7899706126335,21.63,21.89,21.99,22.09,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7899706126335.webp,29912,0,0,2026-07-07T13:40:10
131,AGUA MICELAR 260ML MARY LIFE COLAG/PANT,7898939183757,4.74,4.8,4.82,4.84,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
132,AGUA OXIG CRUZEIRO 90ML V20,7898230196180,1.63,1.65,1.66,1.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
133,AGUA OXIG CRUZEIRO 90ML V30,7898230196197,1.63,1.65,1.66,1.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
134,AGUA OXIG FARMAX 70ML V40,7896902213487,1.43,1.44,1.45,1.46,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
135,AGUA OXIG FARMAX 900ML V30,7896902210639,11.26,11.39,11.44,11.5,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
136,AGUA OXIG FARMAX 900ML V40,7896902210677,11.34,11.47,11.52,11.58,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
137,AGUA OXIG FARMAX 90ML V20,7896902210561,1.64,1.66,1.66,1.67,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896902210561.webp,15776,0,0,2026-07-07T13:40:10
138,AGUA OXIG FARMAX 90ML V30,7896902210608,1.64,1.66,1.66,1.67,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896902210608.webp,16336,0,0,2026-07-07T13:40:10
139,AGUA OXIG FARMAX 90ML V40,7896902210646,1.64,1.66,1.66,1.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
140,AGUA SANITARIA 1LT PURA CASA,7898968878907,3.21,3.25,3.27,3.28,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
141,173 AGUA SANITARIA 1LT QBOA,7896083800018,3.93,3.98,4,4.02,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896083800018.webp,23328,0,0,2026-07-07T13:40:10
142,AGUA SANITARIA 1LT YPE,7896098904671,4.36,4.42,4.44,4.46,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896098904671.webp,18548,0,0,2026-07-07T13:40:10
143,AGUA SANITARIA 2LT PURA CASA,7898968878914,6.07,6.14,6.17,6.2,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
144,935 AGUA SANITARIA 2LT QBOA,7896083800025,6.92,7.01,7.04,7.07,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896083800025.webp,26504,0,0,2026-07-07T13:40:10
145,AGUA SANITARIA 2LT YPE,7896098904688,7.89,7.98,8.02,8.06,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896098904688.webp,21092,0,0,2026-07-07T13:40:10
146,AGUA SANITARIA 5LT QBOA,7896083800247,15.42,15.6,15.68,15.75,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896083800247.webp,25868,0,0,2026-07-07T13:40:10
147,AGUA SANITARIA 5LT YPE,7896098904664,18.11,18.32,18.41,18.49,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896098904664.webp,27042,0,0,2026-07-07T13:40:10
148,ALCAPARRA LA VIOLETERA 60G VDO,7891089436872,9.12,9.23,9.27,9.32,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
149,ALCOOL GEL 440G HYGIPART C/DISPENSADOR,7898374661124,10.96,11.09,11.14,11.19,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
150,ALCOOL GEL 500G PURA CASA 70°,7898731141429,7.1,7.18,7.21,7.25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
151,ALCOOL GEL 500G SOL 70,7896581801036,7.02,7.11,7.14,7.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:10
152,ALCOOL GEL ACENDEDOR 500G PURA CASA 80°,7898731142433,7.18,7.26,7.29,7.33,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
153,ALCOOL LIQ 1LT J FERES 70,7898206190044,5.94,6.01,6.04,6.07,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
154,"ALCOOL LIQ 1LT J FERES 92,8 - 96 GL",7898206190013,8.99,9.1,9.14,9.19,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
155,ALCOOL LIQ 1LT PURA CASA 46°,7898731141405,6.81,6.89,6.92,6.95,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
156,ALCOOL LIQ 1LT PURA CASA 70°,7898731141382,7.76,7.85,7.89,7.93,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
157,ALCOOL LIQ 1LT PURA CASA BICARBONATO,7898731142426,6.12,6.19,6.22,6.25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
158,ALCOOL LIQ 1LT SOL 46,7896581801364,7.05,7.13,7.17,7.2,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
159,ALCOOL LIQ 1LT SOL 70,7896581800367,8.4,8.5,8.54,8.58,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
160,"ALCOOL LIQ 1LT SOL 92,8",7896581801005,10.29,10.41,10.46,10.51,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
161,ALCOOL LIQ 1LT SOL BICARBONATO,7896581808943,6.15,6.23,6.26,6.29,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:11
